ticket_id,created_at,first_response_at,resolved_at,priority,status,channel,category_id,assigned_agent_id,requester_department,affected_service,summary,description,escalated,outage_related
116,2024-01-08 15:23:32,2024-01-08 18:17:57.725320859,2024-01-08 21:42:38.049400775,P2,resolved,email,1,3,Finance,identity,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by Monica from Operations.,False,False
117,2024-01-08 15:40:39,2024-01-08 22:53:58.818840957,2024-01-10 00:02:30.770471688,P4,resolved,email,5,3,Sales,business-apps,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Kenneth from HR.,False,False
118,2024-01-08 16:08:02,2024-01-08 19:41:26.191359549,,P3,in_progress,chat,2,4,Warehouse,endpoint,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by Danielle from Finance.,False,False
119,2024-01-08 17:51:09,2024-01-08 18:58:13.995831270,2024-01-09 04:57:35.555561726,P3,resolved,email,6,10,Sales,peripherals,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Chelsea from Operations.,False,False
120,2024-01-08 18:33:42,2024-01-08 19:55:27.515189872,2024-01-09 03:45:28.109768827,P3,resolved,portal,7,6,Sales,security,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Eric from Operations.,False,False
121,2024-01-08 19:58:50,2024-01-08 23:20:39.388082613,,P3,pending,phone,1,4,Operations,identity,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Kathryn from HR.,False,False
122,2024-01-09 00:41:56,2024-01-09 03:31:39.721897829,2024-01-09 04:57:36.816593673,P2,closed,chat,8,9,Operations,voice,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Amber from Warehouse.,False,False
123,2024-01-09 01:08:29,2024-01-09 15:12:21.812701978,2024-01-11 02:25:04.740887430,P4,resolved,email,6,4,IT,peripherals,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Kimberly from Operations.,False,False
124,2024-01-09 02:30:33,2024-01-09 04:52:41.476603690,2024-01-10 01:20:41.423957511,P3,resolved,email,1,8,Warehouse,identity,VPN disconnects every 15 minutes on hotel Wi-Fi.,VPN disconnects every 15 minutes on hotel Wi-Fi. Reported by Alyssa from Finance.,True,False
125,2024-01-09 05:02:59,2024-01-09 12:49:15.950307828,2024-01-09 16:49:28.660423923,P3,resolved,portal,2,7,IT,endpoint,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Aaron from HR.,False,False
126,2024-01-09 10:49:33,2024-01-10 04:14:41.546607141,2024-01-12 05:47:10.190881580,P4,resolved,portal,2,4,IT,endpoint,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Mario from Sales.,True,False
127,2024-01-09 11:09:31,2024-01-09 18:16:01.690873932,2024-01-10 05:59:12.182624300,P3,resolved,email,8,10,Operations,voice,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Andrew from Operations.,False,False
128,2024-01-09 11:42:57,2024-01-09 15:23:58.251921606,2024-01-09 20:01:10.829412826,P3,resolved,email,6,7,IT,peripherals,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Sarah from Finance.,False,False
129,2024-01-09 11:50:59,2024-01-09 16:28:40.324869297,2024-01-09 21:26:46.165704828,P3,resolved,chat,3,10,Warehouse,network,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Natasha from Warehouse.,False,False
130,2024-01-09 13:26:53,2024-01-10 08:51:45.221402309,2024-01-11 18:32:16.098707913,P4,resolved,email,5,1,Operations,business-apps,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Marie from Warehouse.,False,False
131,2024-01-09 13:43:41,2024-01-09 15:32:37.099706670,2024-01-09 17:28:56.715076032,P2,resolved,chat,3,3,Warehouse,network,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Kyle from HR.,False,False
132,2024-01-09 15:43:36,2024-01-10 04:33:29.721614654,2024-01-12 00:09:07.710324446,P4,resolved,email,4,4,Sales,saas,VPN outage reported by remote finance staff.,VPN outage reported by remote finance staff. Reported by Brian from Finance.,False,False
133,2024-01-09 19:33:36,2024-01-10 01:17:50.231636617,2024-01-10 11:49:44.214508570,P3,resolved,portal,6,7,Warehouse,peripherals,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Natalie from Warehouse.,False,False
134,2024-01-09 19:36:38,2024-01-09 23:34:48.268967846,2024-01-10 13:38:23.949077976,P3,resolved,portal,2,9,Operations,endpoint,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Stacey from Warehouse.,False,False
135,2024-01-09 21:31:24,2024-01-09 23:34:18.028078422,2024-01-10 09:46:36.286537747,P3,resolved,email,7,2,Operations,security,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Christopher from Finance.,False,False
136,2024-01-10 00:54:28,2024-01-10 03:18:38.134605336,2024-01-10 07:50:01.517730766,P2,resolved,portal,8,2,HR,voice,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Todd from Operations.,False,False
137,2024-01-10 02:52:53,2024-01-10 07:26:09.468888604,2024-01-11 00:46:07.951756356,P3,resolved,email,8,7,Operations,voice,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Chad from Operations.,True,False
138,2024-01-10 03:00:41,2024-01-10 15:13:26.759024288,2024-01-12 13:45:10.004194720,P4,resolved,chat,2,4,Warehouse,endpoint,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Kathleen from HR.,False,False
139,2024-01-10 05:24:57,2024-01-10 12:59:03.915046540,2024-01-10 23:25:27.651842199,P3,resolved,chat,4,7,IT,saas,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Katie from Warehouse.,False,False
140,2024-01-10 06:06:40,2024-01-10 08:51:38.505732642,2024-01-10 17:21:16.045018034,P3,resolved,email,3,1,Warehouse,network,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by David from Operations.,False,False
141,2024-01-10 10:38:54,2024-01-10 23:26:42.837929578,2024-01-12 13:32:41.908824468,P4,resolved,portal,6,6,Finance,peripherals,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Thomas from Operations.,False,False
142,2024-01-10 11:57:18,2024-01-10 13:11:59.523676886,2024-01-10 19:24:46.061344530,P2,closed,phone,3,1,HR,network,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Andrea from Sales.,True,False
143,2024-01-10 12:10:49,2024-01-10 16:44:02.316261014,2024-01-10 18:23:17.451396782,P3,resolved,portal,4,10,Sales,saas,Power BI refresh failing after service account rotation.,Power BI refresh failing after service account rotation. Reported by Joseph from Operations.,False,False
144,2024-01-10 15:38:21,2024-01-10 19:16:50.403183645,2024-01-11 14:11:10.134970356,P3,resolved,email,2,2,HR,endpoint,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Monique from Sales.,True,False
145,2024-01-10 17:06:26,2024-01-10 19:39:15.488704804,2024-01-10 23:28:19.313842750,P2,resolved,chat,5,2,Sales,business-apps,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Rodney from HR.,False,False
146,2024-01-10 17:28:03,2024-01-11 06:31:04.596382873,2024-01-13 03:02:28.467166091,P4,resolved,email,5,2,Sales,business-apps,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Jason from HR.,False,False
147,2024-01-10 18:31:44,2024-01-11 00:45:37.626216393,2024-01-13 14:47:49.231623519,P4,closed,chat,5,3,HR,business-apps,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Amber from Finance.,True,False
148,2024-01-10 22:52:14,2024-01-11 06:36:45.577243841,2024-01-11 14:37:07.383036534,P3,resolved,email,3,5,HR,network,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Jessica from HR.,False,False
149,2024-01-11 02:00:13,2024-01-11 17:43:01.593945930,2024-01-12 19:31:02.724319528,P4,resolved,chat,7,7,Operations,security,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by James from Sales.,False,False
150,2024-01-11 02:59:22,2024-01-11 05:26:15.061532699,2024-01-11 05:53:51.773339729,P2,resolved,portal,5,10,IT,business-apps,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Larry from Operations.,False,False
151,2024-01-11 05:39:55,2024-01-11 19:23:13.322719772,2024-01-13 22:30:46.942433552,P4,resolved,email,2,9,IT,endpoint,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Wanda from Finance.,True,False
152,2024-01-11 06:47:36,2024-01-11 21:09:29.217411303,2024-01-13 23:30:44.548027759,P4,resolved,phone,3,1,Sales,network,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Debra from Finance.,False,False
153,2024-01-11 06:57:46,2024-01-11 09:51:46.945475293,2024-01-11 15:53:32.465060774,P3,resolved,portal,6,5,HR,peripherals,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Samuel from Operations.,False,False
154,2024-01-11 07:18:35,2024-01-11 14:50:56.816524623,2024-01-12 00:32:37.519150355,P3,resolved,email,1,9,Warehouse,identity,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Zachary from Warehouse.,False,False
155,2024-01-11 08:55:27,2024-01-12 01:19:21.458099098,2024-01-13 17:09:42.582957316,P4,resolved,chat,3,2,IT,network,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by David from HR.,False,False
156,2024-01-11 09:54:26,2024-01-11 17:26:13.152658099,2024-01-11 19:32:27.502763169,P3,resolved,portal,7,7,Warehouse,security,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Jeffrey from HR.,False,False
157,2024-01-11 10:33:28,2024-01-11 15:24:19.753250626,2024-01-11 20:18:53.875596905,P3,resolved,email,4,5,IT,saas,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Matthew from HR.,False,False
158,2024-01-11 11:44:00,2024-01-11 13:24:37.835512525,2024-01-12 07:07:52.254839493,P3,resolved,portal,5,2,Operations,business-apps,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Brianna from Warehouse.,False,False
159,2024-01-11 12:05:12,2024-01-11 13:52:25.638257152,2024-01-11 18:39:38.172011600,P2,resolved,phone,6,1,Sales,peripherals,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Jerry from Operations.,False,False
160,2024-01-11 12:29:34,2024-01-11 13:56:22.429034238,2024-01-11 16:58:16.171825219,P2,resolved,email,3,3,IT,network,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Jeffrey from Operations.,False,False
161,2024-01-11 12:31:29,2024-01-11 13:41:54.818353259,2024-01-12 06:06:43.708140929,P3,resolved,chat,7,1,Sales,security,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Chad from Finance.,False,False
162,2024-01-11 13:09:55,2024-01-11 18:30:17.005384590,2024-01-13 07:25:01.460514049,P4,resolved,portal,1,2,Finance,identity,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Crystal from HR.,False,False
163,2024-01-11 13:45:49,2024-01-11 16:55:02.419511905,2024-01-12 03:25:55.884535583,P3,closed,email,4,6,Finance,saas,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Jeremy from Sales.,False,False
164,2024-01-11 14:21:40,2024-01-11 15:34:48.953611625,2024-01-12 04:08:42.960739499,P3,resolved,chat,5,8,HR,business-apps,Teams calls dropping audio after two minutes.,Teams calls dropping audio after two minutes. Reported by Rebecca from HR.,False,False
165,2024-01-11 18:29:40,2024-01-12 00:02:06.067338534,2024-01-12 03:06:06.891134106,P3,resolved,portal,2,6,HR,endpoint,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Michele from Sales.,False,False
166,2024-01-11 22:44:13,2024-01-12 03:58:35.736577836,2024-01-12 05:12:00.636217709,P3,resolved,chat,7,8,Operations,security,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by Chad from Operations.,False,False
167,2024-01-12 04:11:11,2024-01-12 06:04:20.736036425,2024-01-12 21:37:37.266349641,P3,resolved,portal,1,1,Sales,identity,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by John from Warehouse.,False,False
168,2024-01-12 05:49:24,2024-01-12 07:26:05.025550536,2024-01-12 11:18:45.746395086,P2,resolved,email,6,4,IT,peripherals,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Elizabeth from Warehouse.,False,False
169,2024-01-12 08:12:54,2024-01-12 21:19:36.641003941,2024-01-13 09:01:35.165455111,P4,resolved,email,6,7,Sales,peripherals,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Jason from Operations.,False,False
170,2024-01-12 10:25:20,2024-01-12 12:28:47.715881373,2024-01-13 08:37:28.891838849,P3,resolved,email,7,1,Sales,security,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by David from Warehouse.,True,False
171,2024-01-12 14:02:38,2024-01-12 19:36:41.109664726,2024-01-15 11:53:23.137739688,P4,resolved,portal,2,6,Warehouse,endpoint,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Selena from HR.,True,False
172,2024-01-12 15:10:01,2024-01-12 23:09:53.769709884,2024-01-13 10:46:10.307755669,P3,resolved,phone,2,2,Sales,endpoint,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Ashley from Operations.,False,False
173,2024-01-12 15:54:34,2024-01-13 04:38:08.089586791,2024-01-14 01:56:04.400209969,P4,resolved,chat,5,5,Finance,business-apps,VPN disconnects every 15 minutes on hotel Wi-Fi.,VPN disconnects every 15 minutes on hotel Wi-Fi. Reported by Thomas from Operations.,False,False
